county,id,County.FIPS,abbr,state,autoretdelrate,autoretdelrate_nw,autoretdelrate_wh,autoretdelrate_sub,autoretdelrate_sub_wh,autoretdelrate_sub_nw,autoopen_pct,autoopen_pct_nw,autoopen_pct_wh,autoretopen_pct,autoretopen_pct_nw,autoretopen_pct_wh,poprural_pct,popnonwhite_pct,HHinc_avg,HHinc_avg_nw,HHinc_avg_wh
Hamilton County,12047,12047,FL,Florida,.0319149,n/a**,.0181818,n/a*,n/a*,0,.3554502,n/a**,.3826087,.4454976,n/a**,.4782609,.6348402,.4511178,48405,37892,54178
Hardee County,12049,12049,FL,Florida,.0316456,.0294118,n/a**,n/a*,n/a*,0,.384,.4025974,n/a**,.4213333,.4415585,n/a**,.4780931,.5275084,54735,39782,64673
Hendry County,12051,12051,FL,Florida,.0539419,.0504202,n/a**,.1967213,.0188679,0,.3338762,.3279221,n/a**,.3843648,.3798701,n/a**,.3789218,.6728637,56431,51377,63866
Hernando County,12053,12053,FL,Florida,.0276946,n/a**,.0272315,.120155,.0152672,.002451,.3641474,n/a**,.3653603,.4156777,n/a**,.4162453,.1937515,.2322584,59781,58147,60166
Highlands County,12055,12055,FL,Florida,.0324675,n/a**,.0340426,.1450382,0,.0026882,.3231415,n/a**,.330421,.3669065,n/a**,.3717236,.2106574,.3370485,62081,52099,65052
Hillsborough County,12057,12057,FL,Florida,.035461,.0534781,.0222591,.1518119,.0110254,.0007154,.3438566,.2923056,.3695059,.3834423,.3329682,.4078624,.0351286,.5200308,83192,64863,98726
Holmes County,12059,12059,FL,Florida,.0515464,n/a**,.0515464,n/a*,n/a*,n/a*,.3254902,n/a**,.3254902,.3764706,n/a**,.3764706,.7877252,.1305198,49636,44097,50114
Indian River County,12061,12061,FL,Florida,.0320911,.0277778,.0328228,.1818182,.0065789,0,.3047994,.3131313,.3070776,.3434814,.3535354,.3455099,.0496783,.2494584,89442,48454,98507
Jackson County,12063,12063,FL,Florida,.0419355,n/a*,.0444444,.1511628,0,0,.3348148,n/a*,.3548387,.4503704,n/a*,.4731183,.7536284,.3465919,51417,40132,55706
Jefferson County,12065,12065,FL,Florida,.0504202,n/a**,.037037,n/a*,n/a*,0,.3450704,n/a**,.4727273,.4119718,n/a**,.4909091,1,.4056717,61993,48566,70199
Lafayette County,12067,12067,FL,Florida,.0625,n/a**,.0625,n/a*,n/a*,n/a*,.3648649,n/a**,.3648649,.4054054,n/a**,.4054054,1,.3360018,58488,38594,63255
Lake County,12069,12069,FL,Florida,.0297806,.0851064,.0272767,.14,.0100402,.0006435,.3433857,.3904762,.3404108,.3935955,.4285714,.3899534,.1925387,.307909,69914,53816,75119
Lee County,12071,12071,FL,Florida,.0270102,.0507881,.0206837,.1352875,.01,.0006398,.3389684,.3446367,.3463232,.3752949,.3903114,.3805592,.0582025,.3369316,80438,62246,86204
Leon County,12073,12073,FL,Florida,.0347826,.0616114,.0153322,.146789,.013986,0,.3074892,.3112701,.3242902,.3557369,.3738819,.3690852,.1230947,.4386705,75817,53975,90826
Levy County,12075,12075,FL,Florida,.0397112,n/a**,.040293,.1470588,0,.0068493,.3004172,n/a**,.3042857,.3783032,n/a**,.3828571,.9204922,.1992943,50782,39986,52906
Liberty County,12077,12077,FL,Florida,.1,n/a**,.1,n/a*,n/a*,n/a*,.3450704,n/a**,.362963,.4084507,n/a**,.4296296,1,.2393305,52360,34824,55182
Madison County,12079,12079,FL,Florida,.0238095,n/a**,.0357143,n/a*,n/a*,n/a*,.3153153,n/a**,.375,.3783784,n/a**,.3888889,.8000937,.4556133,50429,34515,62857
Manatee County,12081,12081,FL,Florida,.0312247,n/a*,.030839,.1554054,.0125945,.0012308,.325276,n/a*,.3285259,.364518,n/a*,.3662586,.057903,.2916311,86163,65911,91163
Marion County,12083,12083,FL,Florida,.0406181,.0701754,.0380585,.1748401,.0144928,.0028944,.3019857,.2184466,.3006279,.3553614,.2669903,.3516484,.3102826,.2994025,61351,55568,63217
Martin County,12085,12085,FL,Florida,.0168919,0,.0176887,.1226415,.0138889,0,.3062573,.3333333,.3087994,.3424019,.3541667,.3458059,.0847674,.2289761,96957,93642,97468
Miami-Dade County,12086,12086,FL,Florida,.0426162,.0437209,n/a*,.1798746,.0155791,.0019724,.2878701,.2963551,n/a*,.3206886,.3306668,n/a*,.0040438,.8713588,79418,69759,134121
Monroe County,12087,12087,FL,Florida,.0350877,n/a**,.0229885,.1891892,.0253165,0,.2599179,n/a**,.2342488,.3057455,n/a**,.2778675,.0871391,.3448225,117436,93383,126930
Nassau County,12089,12089,FL,Florida,.0260337,n/a**,.0248062,.104,.0254237,.002439,.3669725,n/a**,.3700735,.4239843,n/a**,.4275217,.4814633,.133004,91826,68195,95438
Okaloosa County,12091,12091,FL,Florida,.023514,n/a**,.0226365,.1422764,.0035714,0,.3735923,n/a**,.3760092,.4287725,n/a**,.4310842,.1209919,.2717386,82094,67534,86260
Okeechobee County,12093,12093,FL,Florida,.0245902,n/a**,.0328947,n/a*,.016129,0,.3270142,n/a**,.3179487,.3838862,n/a**,.3871795,.3654866,.3639702,54057,43025,57801
Orange County,12095,12095,FL,Florida,.0389271,.0524058,.0257634,.1528926,.0175131,.0004187,.3104813,.2848044,.309516,.347239,.3247397,.3424432,.0204214,.6073248,83043,63190,106449
Osceola County,12097,12097,FL,Florida,.0454712,.0530565,.0330097,.1657061,.009375,.0021536,.3393088,.3282675,.3542994,.3834791,.3677812,.4044586,.0782105,.6970135,67109,57201,84023
Palm Beach County,12099,12099,FL,Florida,.0298718,.0506178,.0191964,.1540941,.0137243,.0019828,.3306864,.3066575,.3425774,.3588333,.3396019,.3663594,.0104255,.4620103,97332,75413,108369
Pasco County,12101,12101,FL,Florida,.0320445,n/a**,.0328985,.1374346,.0196353,.0008699,.3667288,n/a**,.3637532,.4106222,n/a**,.4081561,.0946638,.2634805,71182,73116,70727
Pinellas County,12103,12103,FL,Florida,.0294168,.0597403,.0270955,.148042,.00999,.0015936,.2943439,.254173,.3006029,.3308642,.2867982,.3371762,.00284,.2634833,75715,64923,78350
Polk County,12105,12105,FL,Florida,.0341047,.0405577,.027641,.1308811,.0110294,.001124,.3599327,.3377551,.3660587,.4111111,.3989796,.4158604,.1351049,.4239593,67367,57350,72437
Putnam County,12107,12107,FL,Florida,.0509804,n/a**,.0554371,.1538462,.0423729,0,.2993093,n/a**,.3074266,.3867997,n/a**,.3998273,.5616293,.2870973,55109,46513,57860
St. Johns County,12109,12109,FL,Florida,.0220386,n/a**,.0221117,.1198347,.0254545,.0030817,.3742529,n/a**,.3768284,.4154023,n/a**,.4181565,.2377354,.1778252,110555,88260,113805
St. Lucie County,12111,12111,FL,Florida,.0451848,.0487805,.041048,.1887967,.014218,.000777,.3475036,.2523364,.3501034,.3914616,.3046729,.3904204,.0335722,.4344031,70069,61664,74877
Santa Rosa County,12113,12113,FL,Florida,.0334421,n/a**,.0335516,.2142857,.0045249,.0012151,.3492064,n/a**,.349966,.4093212,n/a**,.4100475,.2098935,.1833576,89919,75152,92427
Sarasota County,12115,12115,FL,Florida,.0288129,n/a**,.0259424,.1785714,.0195599,.0005464,.3027295,n/a**,.3077996,.337469,n/a**,.3424027,.0432049,.1707638,89010,65890,91900
Seminole County,12117,12117,FL,Florida,.0272696,n/a**,.021264,.1482213,.0054845,.0005423,.3435776,n/a**,.3489217,.3771999,n/a**,.3825199,.0315766,.4068512,90253,77942,96992
Sumter County,12119,12119,FL,Florida,.0217391,n/a*,.0284698,.2028985,.0224719,.0016026,.3067245,n/a*,.2915194,.3366594,n/a*,.328033,.3496467,.1500225,67209,42582,68985
Suwannee County,12121,12121,FL,Florida,.0481013,n/a**,.037037,.1882353,.0306122,0,.3268398,n/a**,.3418043,.4220779,n/a**,.4421855,.8316767,.2436481,57639,40255,61615
Taylor County,12123,12123,FL,Florida,.0785714,n/a**,.0785714,n/a*,n/a*,.016129,.3354232,n/a**,.3354232,.4200627,n/a**,.4200627,.6928223,.2797086,49042,33870,52533
Union County,12125,12125,FL,Florida,.0340909,n/a*,.038961,n/a*,n/a*,n/a*,.4104046,n/a*,.4161074,.5028902,n/a*,.5100671,.674477,.3025789,58432,41487,61936
Volusia County,12127,12127,FL,Florida,.0354725,.1122995,.0285388,.1652778,.0131004,.0004374,.3298927,.2659933,.3314655,.3731221,.3080808,.3732759,.0994333,.2925587,69008,59047,71992
Wakulla County,12129,12129,FL,Florida,.0460251,n/a**,.0466102,n/a*,n/a*,0,.3715342,n/a**,.3780718,.4417745,n/a**,.4461248,.6167793,.2047558,69775,65397,70392
Walton County,12131,12131,FL,Florida,.0330578,n/a**,.0330578,.1917808,.0227273,0,.3460237,n/a**,.3463167,.4043993,n/a**,.4047417,.6312519,.1579405,87915,92923,87285
Washington County,12133,12133,FL,Florida,.0633803,n/a**,.0638298,n/a*,n/a*,0,.3382789,n/a**,.3445122,.4154303,n/a**,.4237805,.8455173,.2251893,50278,41519,51689
Appling County,13001,13001,GA,Georgia,.025,n/a**,.025641,n/a*,n/a*,0,.2673611,n/a**,.2767528,.4131944,n/a**,.4280443,.7144111,.3055164,53155,34783,58968
Atkinson County,13003,13003,GA,Georgia,.0681818,n/a**,n/a**,n/a*,n/a*,n/a*,.2743363,n/a**,n/a**,.380531,n/a**,n/a**,1,.4323049,51418,31585,62203
Bacon County,13005,13005,GA,Georgia,.0877193,n/a**,.0925926,n/a*,n/a*,n/a*,.2345679,n/a**,.2416107,.3518519,n/a**,.3624161,.6928623,.2650517,50975,25804,58100
Baker County,13007,13007,GA,Georgia,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,1,.4653496,49161,40310,56877
Baldwin County,13009,13009,GA,Georgia,.0487805,n/a*,n/a*,n/a*,n/a*,0,.2693032,n/a*,n/a*,.3804143,n/a*,n/a*,.3513998,.4741201,53277,42560,61023
Banks County,13011,13011,GA,Georgia,.0350877,n/a**,.0350877,n/a*,n/a*,0,.28125,n/a**,.28125,.3958333,n/a**,.3958333,.9382985,.1199892,54357,42486,55546
Barrow County,13013,13013,GA,Georgia,.0596774,n/a**,.0596774,.2790698,0,.0029155,.3818722,n/a**,.3818722,.4517088,n/a**,.4517088,.3006184,.296415,73157,69166,74503
Bartow County,13015,13015,GA,Georgia,.0395894,n/a**,.0396476,.1548387,.0067114,.005291,.337386,n/a**,.3382173,.4079027,n/a**,.4090354,.3522769,.227107,67477,59750,69262
Ben Hill County,13017,13017,GA,Georgia,.0431034,n/a**,n/a*,n/a*,n/a*,n/a*,.2319749,n/a**,n/a*,.3573668,n/a**,n/a*,.3400249,.4370992,43178,27358,55868
Berrien County,13019,13019,GA,Georgia,.047619,n/a**,.047619,n/a*,n/a*,0,.2935154,n/a**,.2945206,.4197952,n/a**,.4212329,.7614332,.1780815,46957,31188,49641
Bibb County,13021,13021,GA,Georgia,.0719101,.0880952,.06875,.2040816,.02,0,.2781325,.2312824,.3324607,.348763,.3024462,.4136126,.1441044,.6229661,57834,43837,77401
Bleckley County,13023,13023,GA,Georgia,.0704225,n/a**,.0704225,n/a*,n/a*,n/a*,.295082,n/a**,.295082,.3879781,n/a**,.3879781,.5158846,.3120157,52225,30606,59203
Brantley County,13025,13025,GA,Georgia,.1176471,n/a**,.1176471,n/a*,n/a*,n/a*,.2385321,n/a**,.2385321,.3119266,n/a**,.3119266,.9944598,.0753731,49567,51628,49474
Brooks County,13027,13027,GA,Georgia,.0512821,n/a*,n/a*,n/a*,n/a*,n/a*,.3090909,n/a*,n/a*,.3545454,n/a*,n/a*,.7103983,.4331072,55010,42505,63434
Bryan County,13029,13029,GA,Georgia,.0431894,n/a**,.0431894,.1833333,.0327869,0,.4234528,n/a**,.4234528,.4869707,n/a**,.4869707,.5234346,.2624495,86656,70323,91452
Bulloch County,13031,13031,GA,Georgia,.063981,n/a**,.0560748,.220339,.0123457,0,.2836625,n/a**,.3326653,.3752244,n/a**,.4248497,.4828318,.3683502,58705,32464,71005
Burke County,13033,13033,GA,Georgia,.0920245,.0775194,.0555556,n/a*,n/a*,.0123457,.2828283,.3050847,.2222222,.4090909,.4372881,.3333333,.7499571,.5291352,56837,38563,75739
Butts County,13035,13035,GA,Georgia,.057554,n/a**,.0530973,n/a*,n/a*,0,.315493,n/a**,.3274648,.3859155,n/a**,.3943662,.7794124,.3328842,62880,46510,69624
Calhoun County,13037,13037,GA,Georgia,0,0,n/a**,n/a*,n/a*,n/a*,.2816902,.3050847,n/a**,.4084507,.3898305,n/a**,1,.673771,43542,34535,60531
Camden County,13039,13039,GA,Georgia,.0369393,n/a**,.037037,.1555556,0,0,.3848921,n/a**,.3841537,.4508393,n/a**,.4501801,.3144339,.300793,73885,57924,79705
Candler County,13043,13043,GA,Georgia,.0307692,n/a**,.0307692,n/a*,n/a*,n/a*,.3309859,n/a**,.3309859,.4507042,n/a**,.4507042,.6696672,.3930914,48673,41744,52135
Carroll County,13045,13045,GA,Georgia,.0565771,n/a*,.0569801,.197861,.0193548,0,.290566,n/a*,.2924168,.3757412,n/a*,.3775232,.4182507,n/a**,70130,50531,76262
Catoosa County,13047,13047,GA,Georgia,.0197044,n/a**,.0197044,.0963855,0,0,.3423423,n/a**,.3430291,.4054054,n/a**,.4062186,.2810203,n/a**,72319,57206,74018
Charlton County,13049,13049,GA,Georgia,.0545455,n/a**,n/a*,n/a*,n/a*,n/a*,.2307692,n/a**,n/a*,.3254438,n/a**,n/a*,.5102292,.385119,54130,45434,56809
Chatham County,13051,13051,GA,Georgia,.0515222,.1042471,.0255319,.1869369,.0107527,.0011211,.3103524,.2632979,.284495,.3685708,.3351064,.3328592,.0450499,.5183008,81566,59691,99812
Chattahoochee County,13053,13053,GA,Georgia,.0693069,n/a**,n/a**,n/a*,n/a*,0,.4408602,n/a**,n/a**,.5430108,n/a**,n/a**,.2951984,.4141358,66985,53697,73049
Chattooga County,13055,13055,GA,Georgia,.020979,n/a**,.020979,n/a*,n/a*,0,.2537313,n/a**,.2543641,.3532338,n/a**,.3541147,.575591,.1709312,48248,36232,49625
Cherokee County,13057,13057,GA,Georgia,.0230326,n/a**,.0231214,.1446809,.0035842,.0009533,.3532763,n/a**,.3541504,.4027454,n/a**,.4030705,.1710272,.2182381,100223,83897,104023
Clarke County,13059,13059,GA,Georgia,.0694698,n/a**,.0626506,.2657343,0,0,.2583676,n/a**,.2623336,.3141515,n/a**,.3179327,.0585962,.4529333,60185,42041,72059
Clay County,13061,13061,GA,Georgia,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1,.6994335,37195,28406,50368
Clayton County,13063,13063,GA,Georgia,.0976059,.097561,.1052632,.2178363,.0174129,.0036832,.2886575,.288492,.372549,.3482499,.3488582,.372549,.0088774,.9048564,58543,57488,66007
Clinch County,13065,13065,GA,Georgia,.06,n/a*,.0612245,n/a*,n/a*,n/a*,.3333333,n/a*,.3369565,.5208333,n/a*,.5326087,.6042954,.3464333,40782,26214,47910
Cobb County,13067,13067,GA,Georgia,.0381988,.0515588,.0267803,.1708785,.0117188,0,.2884079,.2927032,.291001,.3298385,.3391376,.3296259,.0024619,.4888534,105969,85682,122309
Coffee County,13069,13069,GA,Georgia,.0669643,n/a**,.0761905,.2,.0392157,0,.2741379,n/a**,.2711267,.3810345,n/a**,.3661972,.6658325,.4168432,54061,37702,62082
Colquitt County,13071,13071,GA,Georgia,.0365854,n/a**,.0549451,.122807,.0363636,0,.2863924,n/a**,.2711864,.3892405,n/a**,.3855932,.5894985,.4375082,52112,38486,59856
Columbia County,13073,13073,GA,Georgia,.0357143,n/a**,.0324006,.1727749,.0151515,0,.3859649,n/a**,.3657038,.4381579,n/a**,.4136447,.1622774,.3195066,103682,93437,107618
Cook County,13075,13075,GA,Georgia,.0660377,n/a**,.0675676,n/a*,n/a*,n/a*,.2689394,n/a**,.2736842,.3939394,n/a**,.3789474,.5941204,.351257,51421,37623,57988
Coweta County,13077,13077,GA,Georgia,.0277186,n/a**,.0281996,.15,.0054945,.0016779,.3607737,n/a**,.3633855,.4165542,n/a**,.4185832,.3293276,.2924848,87585,68142,95426
Crawford County,13079,13079,GA,Georgia,.030303,n/a*,.03125,n/a*,n/a*,n/a*,.3525641,n/a*,.3373494,.4230769,n/a*,.3855422,1,.2653921,54839,40141,59845
Crisp County,13081,13081,GA,Georgia,.0676692,n/a**,n/a*,n/a*,n/a*,0,.2732241,n/a**,n/a*,.3551913,n/a**,n/a*,.4702846,.4977677,55440,36203,69730
Dade County,13083,13083,GA,Georgia,.0697674,n/a**,.0697674,n/a*,n/a*,n/a*,.3394496,n/a**,.3394496,.3944954,n/a**,.3944954,.721277,.0623036,61723,51081,62257
Dawson County,13085,13085,GA,Georgia,.0166667,n/a**,.0166667,n/a*,n/a*,.0086207,.3213483,n/a**,.3213483,.4044944,n/a**,.4044944,.80309,.0744311,88066,77284,88514
Decatur County,13087,13087,GA,Georgia,.0795455,n/a*,.0263158,n/a*,n/a*,0,.2948403,n/a*,.4827586,.4226044,n/a*,.6551724,.5647583,.4948384,52656,39661,62886
DeKalb County,13089,13089,GA,Georgia,.0530179,.0673866,.0196672,.1764142,.01321,.0005325,.2588991,.2835843,.2361456,.3061639,.3386015,.270885,.0026305,.7090243,92984,69194,137363
Dodge County,13091,13091,GA,Georgia,.0775862,n/a**,.0841122,n/a*,n/a*,n/a*,.2106918,n/a**,.2101695,.3584906,n/a**,.3559322,.7222885,.3470051,49528,29169,57889
Dooly County,13093,13093,GA,Georgia,.1132075,n/a*,n/a**,n/a*,n/a*,n/a*,.2468354,n/a*,n/a**,.335443,n/a*,n/a**,.5366671,.5736066,50609,38597,62735
Dougherty County,13095,13095,GA,Georgia,.072314,.0672269,n/a*,.1907514,.0087719,0,.2843211,.2648221,n/a*,.3608402,.3507905,n/a*,.1395971,.7564197,53258,42022,83708
Douglas County,13097,13097,GA,Georgia,.0593824,.0884354,.040404,.17603,.0146341,0,.3102518,.2965686,.3580247,.3714029,.3480392,.4074074,.157572,.6113561,76860,68629,87633
Early County,13099,13099,GA,Georgia,.1029412,.0847458,n/a*,n/a*,n/a*,n/a*,.2407407,.2706767,n/a*,.4135802,.443609,n/a*,.6595203,.5438732,43460,31640,53916
Echols County,13101,13101,GA,Georgia,.0967742,n/a*,n/a*,n/a*,n/a*,n/a*,.3898305,n/a*,n/a*,.5084746,n/a*,n/a*,1,.3272409,49422,48959,49602
Effingham County,13103,13103,GA,Georgia,.057377,n/a**,.057732,.2307692,.0106383,0,.4145854,n/a**,.4140703,.4835165,n/a**,.4834171,.6705263,.2129701,81984,64513,85926
Elbert County,13105,13105,GA,Georgia,.0517241,n/a**,.0384615,n/a*,n/a*,0,.2636656,n/a**,.3692308,.3729903,n/a**,.4,.7061886,.3656048,54795,41718,61066
Emanuel County,13107,13107,GA,Georgia,.0844156,n/a*,.0533333,n/a*,n/a*,0,.2675325,n/a*,.301676,.3896104,n/a*,.4078212,.6688203,.4064181,47265,37341,52681
Evans County,13109,13109,GA,Georgia,.0909091,n/a*,n/a*,n/a*,n/a*,n/a*,.3017752,n/a*,n/a*,.3786982,n/a*,n/a*,.6128182,.4365619,53977,37247,64602
Fannin County,13111,13111,GA,Georgia,.0247934,n/a**,.0247934,n/a*,n/a*,0,.2362769,n/a**,.2362769,.2840095,n/a**,.2840095,1,.0491474,61591,41395,62151
Fayette County,13113,13113,GA,Georgia,.0344828,.0710901,.0175439,.1801802,.029703,0,.3087607,.3110721,.3077514,.3536325,.3637961,.3491942,.1817823,.3933932,126801,125253,127621
Floyd County,13115,13115,GA,Georgia,.0328185,n/a**,.0313725,.1588785,0,0,.2810368,n/a**,.2842179,.351296,n/a**,.3547486,.3682216,.292187,61873,36161,70644
Forsyth County,13117,13117,GA,Georgia,.0176471,n/a*,.0165289,.1386861,.0100503,0,.3329181,n/a*,.3390066,.3693554,n/a*,.3772143,.0992189,.3005722,128969,127947,129319
Franklin County,13119,13119,GA,Georgia,.0656934,n/a**,.0656934,n/a*,n/a*,0,.2695418,n/a**,.2724796,.3638814,n/a**,.3678474,.8892863,.1630097,56325,47267,57663
Fulton County,13121,13121,GA,Georgia,.0495773,.0779381,.0197952,.1844136,.0174927,.0003473,.2634016,.2623776,.2681874,.3048976,.3140058,.2992191,.0107769,.6054752,115257,74959,163919
Gilmer County,13123,13123,GA,Georgia,.0368421,n/a**,.0374332,n/a*,n/a*,0,.3298097,n/a**,.3311828,.3953488,n/a**,.3956989,.8764315,.1393289,63845,55535,64717
Glascock County,13125,13125,GA,Georgia,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1,.1266201,53252,46263,53986
Glynn County,13127,13127,GA,Georgia,.0433071,.049505,.0420792,.1653543,.01,0,.3053324,.2476489,.3240385,.3674215,.3103448,.3855769,.2056615,n/a**,84585,57125,97012
Gordon County,13129,13129,GA,Georgia,.0541237,n/a**,.0527705,.2150538,.0125,0,.3354978,n/a**,.3396437,.4155844,n/a**,.4175946,.5155836,.222275,60189,49630,62447
Grady County,13131,13131,GA,Georgia,.0508475,n/a**,.030303,.1666667,n/a*,0,.3402062,n/a**,.35,.4510309,n/a**,.4642857,.6236056,.4179973,59294,46568,65809
Greene County,13133,13133,GA,Georgia,.0714286,n/a*,.0512821,n/a*,n/a*,0,.2605634,n/a*,.2577778,.3415493,n/a*,.3422222,.8274978,.4300188,86585,41217,113109
Gwinnett County,13135,13135,GA,Georgia,.0430216,.0535714,.0505618,.1714024,.0186275,.0024648,.3006959,.2858486,.3613744,.3445561,.3297289,.414692,.0048552,.6386572,90733,77755,108812
Habersham County,13137,13137,GA,Georgia,.0433213,n/a**,.0436364,n/a*,.0327869,0,.3251534,n/a**,.3240741,.4233129,n/a**,.4228395,.5876257,.2255865,60811,52721,62194
Hall County,13139,13139,GA,Georgia,.0395853,.0634518,.0221843,.1769911,.0092166,0,.2882704,.2359813,.3394062,.3475812,.3006231,.3933873,.2055664,.3987029,85602,63077,95546
Hancock County,13141,13141,GA,Georgia,.0217391,.0222222,n/a**,n/a*,n/a*,n/a*,.2622951,.2561983,n/a**,.3770492,.3719008,n/a**,.6158659,.7577036,49666,39501,73322
Haralson County,13143,13143,GA,Georgia,.060241,n/a**,.060241,n/a*,n/a*,.009901,.2834821,n/a**,.2834821,.3683036,n/a**,.3683036,.7735928,.0894461,62798,64257,62690
Harris County,13145,13145,GA,Georgia,.0328639,n/a**,.0263158,n/a*,n/a*,0,.3501048,n/a**,.3465116,.4402516,n/a**,.4372093,.9668373,.2296814,93383,66100,100603
Hart County,13147,13147,GA,Georgia,.0536913,n/a**,.0536913,n/a*,n/a*,0,.308311,n/a**,.308311,.3967828,n/a**,.3967828,.7446555,.2509071,56138,37744,60980
Heard County,13149,13149,GA,Georgia,.0746269,n/a**,.0746269,n/a*,n/a*,n/a*,.2752809,n/a**,.2752809,.3707865,n/a**,.3707865,1,.1513231,55588,39988,58187
Henry County,13151,13151,GA,Georgia,.0455712,.0503324,.0358566,.1525822,.0107239,.0013175,.3514905,.3438247,.3674339,.4178862,.4143426,.4254049,.1385334,.5831813,89068,86769,91489
Houston County,13153,13153,GA,Georgia,.053898,n/a*,.0261569,.2363636,.0185185,0,.3470395,n/a*,.3755782,.4214638,n/a*,.4579093,.0996212,.4443265,82242,74162,87837
Irwin County,13155,13155,GA,Georgia,.0746269,n/a**,n/a*,n/a*,n/a*,n/a*,.3066667,n/a**,n/a*,.44,n/a**,n/a*,.6470958,.327363,46713,27316,54206
Jackson County,13157,13157,GA,Georgia,.0450098,n/a**,.0468432,.21875,.0098039,0,.3425325,n/a**,.3469042,.411526,n/a**,.4130619,.6001488,.1886342,85599,67828,88606
Jasper County,13159,13159,GA,Georgia,.038835,n/a**,.0449438,n/a*,n/a*,n/a*,.3584906,n/a**,.3541667,.4811321,n/a**,.4583333,.8176259,.2611724,53984,48202,55720
Jeff Davis County,13161,13161,GA,Georgia,.040404,n/a**,.040404,n/a*,n/a*,0,.3392857,n/a**,.3392857,.4375,n/a**,.4375,.6951154,.2859049,48360,41791,50323
Jefferson County,13163,13163,GA,Georgia,.1363636,.0980392,n/a*,n/a*,n/a*,n/a*,.3205128,.3306452,n/a*,.3675214,.3951613,n/a*,.8066745,.5807127,47611,35908,63442
Jenkins County,13165,13165,GA,Georgia,.0793651,n/a**,n/a*,n/a*,n/a*,n/a*,.3492064,n/a**,n/a*,.4920635,n/a**,n/a*,.6610312,.439787,39590,26570,49101
Johnson County,13167,13167,GA,Georgia,.0784314,n/a**,n/a**,n/a*,n/a*,n/a*,.3555556,n/a**,n/a**,.5555556,n/a**,n/a**,.6541082,.374409,50453,39572,54535
Jones County,13169,13169,GA,Georgia,.0406091,.057971,.031746,n/a*,.0188679,0,.3470874,.3172414,.3639847,.4757282,.4689655,.4827586,.6771426,.2836626,67116,55836,71557
Lamar County,13171,13171,GA,Georgia,.0535714,n/a**,.0487805,n/a*,n/a*,0,.3132075,n/a**,.3191489,.4150943,n/a**,.4255319,.6087241,.3502944,55558,37275,62237
Lanier County,13173,13173,GA,Georgia,.08,n/a**,.08,n/a*,n/a*,n/a*,.3979592,n/a**,.3979592,.5,n/a**,.5,.7112522,.3132356,48129,33509,54140
Laurens County,13175,13175,GA,Georgia,.0539084,n/a**,.0463576,.1941748,0,0,.3329425,n/a**,.3192771,.4302462,n/a**,.4518072,.5664409,.423257,53522,43636,59538
Lee County,13177,13177,GA,Georgia,.0478261,n/a*,.0555556,n/a*,n/a*,0,.422658,n/a*,.4329897,.4989107,n/a*,.507732,.3622871,.2783835,80451,64101,86202
Liberty County,13179,13179,GA,Georgia,.0537849,.0573066,n/a*,.1818182,.0078125,0,.4107677,.4139942,n/a*,.4935195,.5014578,n/a*,.2316045,.6038352,55308,52904,58808
Lincoln County,13181,13181,GA,Georgia,.0232558,n/a**,.0232558,n/a*,n/a*,n/a*,.2518519,n/a**,.2518519,.3111111,n/a**,.3111111,1,.3417105,59399,51539,62890
Long County,13183,13183,GA,Georgia,.0638298,n/a**,.0638298,n/a*,n/a*,n/a*,.4204545,n/a**,.4204545,.5284091,n/a**,.5284091,.8133988,.4163913,62282,57260,65226
Lowndes County,13185,13185,GA,Georgia,.0605653,.1234568,.037234,.2406417,0,0,.3486135,.2709251,.4321809,.4136955,.3436123,.4973404,.2720423,.4662443,54847,36017,69264
Lumpkin County,13187,13187,GA,Georgia,.0467836,n/a**,.0467836,n/a*,n/a*,0,.3576826,n/a**,.3585859,.4282116,n/a**,.4292929,.839418,.0935182,63638,48395,64627
McDuffie County,13189,13189,GA,Georgia,.0588235,n/a**,0,n/a*,n/a*,0,.2844575,n/a**,.2911392,.3958944,n/a**,.4050633,.6096,.4621825,53918,38373,66730
McIntosh County,13191,13191,GA,Georgia,.0606061,n/a**,.0634921,n/a*,n/a*,n/a*,.3176471,n/a**,.3229814,.3882353,n/a**,.3913043,.7431103,.3812323,61928,43124,72805
Macon County,13193,13193,GA,Georgia,.0769231,.0655738,n/a**,n/a*,n/a*,n/a*,.245,.21875,n/a**,.385,.375,n/a**,.531886,.6744065,42162,31534,62908
Madison County,13195,13195,GA,Georgia,.0418848,n/a**,.0425532,n/a*,n/a*,0,.3446712,n/a**,.350348,.4285714,n/a**,.4315545,.9187767,.1759862,64386,61405,64881
Marion County,13197,13197,GA,Georgia,.0227273,n/a**,.0454545,n/a*,n/a*,n/a*,.3090909,n/a**,.3653846,.3909091,n/a**,.4038461,1,.4072371,55633,49242,59703
Meriwether County,13199,13199,GA,Georgia,.0758621,n/a**,.1,n/a*,n/a*,0,.3068182,n/a**,.3333333,.40625,n/a**,.3933333,.8328483,.4367451,49918,34349,61166
